WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
24229,20150905,0653,11,FEW050 OVC070, ,10.00, , , ,54, ,12.2, ,51, ,10.5, ,48, ,8.9, , 80, , 6, ,190, , , ,30.01, , , , , ,30.12, ,AA, , , ,30.13,
24229,20150905,0753,11,FEW055 OVC075, ,10.00, , , ,54, ,12.2, ,51, ,10.7, ,49, ,9.4, , 83, , 6, ,180, , , ,30.03, , , , , ,30.14, ,AA, , , ,30.15,
24229,20150905,0853,11,FEW055 OVC085, ,10.00, , , ,57, ,13.9, ,53, ,11.5, ,49, ,9.4, , 75, , 7, ,180, , , ,30.04, , , , , ,30.15, ,AA, , , ,30.16,
24229,20150905,0953,11,FEW047 BKN085, ,10.00, , , ,59, ,15.0, ,53, ,11.7, ,48, ,8.9, , 67, , 7, ,200, , , ,30.04, , , , , ,30.16, ,AA, , , ,30.16,
24229,20150905,1053,11,BKN035 BKN080, ,10.00, , , ,63, ,17.2, ,55, ,12.7, ,48, ,8.9, , 58, , 0, ,000, , , ,30.04, , , , , ,30.16, ,AA, , , ,30.16,
24229,20150905,1153,11,BKN040 BKN047 BKN080, ,10.00, , , ,65, ,18.3, ,56, ,13.2, ,48, ,8.9, , 54, , 8, ,260, , , ,30.04, , , , , ,30.16, ,AA, , , ,30.16,
24229,20150905,1253,11,FEW040 SCT055 BKN070, ,10.00, , , ,64, ,17.8, ,56, ,13.5, ,50, ,10.0, , 61, , 0, ,000, , , ,30.05, , , , , ,30.16, ,AA, ,  T, ,30.17,
24229,20150905,1353,11,SCT039 BKN065 BKN130, ,10.00, , , ,64, ,17.8, ,56, ,13.5, ,50, ,10.0, , 61, , 8, ,190, , , ,30.05, , , , , ,30.17, ,AA, , , ,30.17,
24229,20150905,1453,11,FEW045 SCT065 BKN085, ,10.00, , , ,65, ,18.3, ,57, ,13.7, ,50, ,10.0, , 59, , 8, ,210, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150905,1553,11,SCT048 BKN070 BKN090, , 6.00, ,-RA, ,64, ,17.8, ,57, ,13.8, ,51, ,10.6, , 63, , 3, ,290, , , ,30.05, , , , , ,30.17, ,AA, ,  T, ,30.17,
24229,20150905,1653,11,FEW045 BKN065 BKN085, ,10.00, , , ,64, ,17.8, ,58, ,14.6, ,54, ,12.2, , 70, , 0, ,000, , , ,30.05, , , , , ,30.17, ,AA, ,0.02, ,30.17,
24229,20150905,1753,11,FEW055 SCT090, ,10.00, , , ,64, ,17.8, ,57, ,13.8, ,51, ,10.6, , 63, , 3, ,100, , , ,30.04, , , , , ,30.16, ,AA, , , ,30.16,
24229,20150905,1853,11,FEW048 SCT060 BKN090, ,10.00, ,-RA, ,63, ,17.2, ,57, ,14.1, ,53, ,11.7, , 70, , 5, ,240, , , ,30.05, , , , , ,30.16, ,AA, ,  T, ,30.17,
24229,20150905,1953,11,SCT055 BKN070, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 3, ,300, , , ,30.05, , , , , ,30.16, ,AA, ,  T, ,30.17,
24229,20150905,2053,11,FEW050 SCT070, ,10.00, , , ,61, ,16.1, ,58, ,14.5, ,56, ,13.3, , 84, , 0, ,000, , , ,30.06, , , , , ,30.17, ,AA, , , ,30.18,
24229,20150905,2153,11,FEW050, ,10.00, , , ,58, ,14.4, ,57, ,13.8, ,56, ,13.3, , 93, , 3, ,260, , , ,30.06, , , , , ,30.17, ,AA, , , ,30.18,
24229,20150905,2253,11,BKN110, ,10.00, , , ,58, ,14.4, ,56, ,13.5, ,55, ,12.8, , 90, , 0, ,000, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150905,2353,11,FEW100, ,10.00, , , ,56, ,13.3, ,54, ,12.1, ,52, ,11.1, , 87, , 0, ,000, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150906,0053,11,FEW039 FEW100, ,10.00, , , ,52, ,11.1, ,51, ,10.5, ,50, ,10.0, , 93, , 7, ,130, , , ,30.04, , , , , ,30.15, ,AA, , , ,30.16,
24229,20150906,0153,11,CLR, ,10.00, , , ,51, ,10.6, ,50, ,9.9, ,49, ,9.4, , 93, , 6, ,140, , , ,30.02, , , , , ,30.14, ,AA, , , ,30.14,
24229,20150906,0253,11,CLR, ,10.00, , , ,51, ,10.6, ,49, ,9.7, ,48, ,8.9, , 90, , 6, ,110, , , ,30.02, , , , , ,30.14, ,AA, , , ,30.14,
24229,20150906,0353,11,FEW030, ,10.00, , , ,51, ,10.6, ,49, ,9.4, ,47, ,8.3, , 86, , 8, ,110, , , ,30.01, , , , , ,30.13, ,AA, , , ,30.13,
24229,20150906,0453,11,FEW030 BKN070, ,10.00, , , ,52, ,11.1, ,50, ,9.9, ,48, ,8.9, , 86, , 7, ,110, , , ,30.01, , , , , ,30.13, ,AA, , , ,30.13,
24229,20150906,0553,11,FEW030 OVC060, ,10.00, , , ,52, ,11.1, ,50, ,9.9, ,48, ,8.9, , 86, , 7, ,110, , , ,30.01, , , , , ,30.13, ,AA, , , ,30.13,
24229,20150906,0653,11,FEW030 OVC050, , 7.00, ,-RA, ,53, ,11.7, ,51, ,10.5, ,49, ,9.4, , 86, , 6, ,130, , , ,30.03, , , , , ,30.14, ,AA, ,  T, ,30.15,
24229,20150906,0753,11,FEW030 OVC046, ,10.00, , , ,53, ,11.7, ,51, ,10.5, ,49, ,9.4, , 86, , 7, ,110, , , ,30.03, , , , , ,30.14, ,AA, ,0.01, ,30.15,
24229,20150906,0853,11,OVC039, ,10.00, ,-RA, ,55, ,12.8, ,53, ,11.6, ,51, ,10.6, , 86, , 6, ,110, , , ,30.04, , , , , ,30.16, ,AA, ,  T, ,30.16,
24229,20150906,0953,11,OVC034, ,10.00, , , ,56, ,13.3, ,52, ,11.2, ,49, ,9.4, , 78, , 5, ,160, , , ,30.04, , , , , ,30.16, ,AA, ,0.01, ,30.16,
24229,20150906,1050,11,FEW009 BKN024 OVC032, , 2.00, ,RA BR, ,55, ,13.0, ,53, ,11.8, ,52, ,11.0, , 90, , 6, ,090, , , ,30.05, , , , , ,M, ,SP, , , ,30.17,
24229,20150906,1053,11,FEW009 BKN024 OVC032, , 2.00, ,-RA BR, ,56, ,13.3, ,54, ,12.4, ,53, ,11.7, , 90, , 6, ,090, , , ,30.05, , , , , ,30.16, ,AA, ,0.02, ,30.17,
24229,20150906,1108,11,FEW009 BKN024 OVC032, , 3.00, ,BR, ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, , 8, ,090, , , ,30.04, , , , , ,M, ,SP, , , ,30.16,
24229,20150906,1153,11,SCT009 BKN017 OVC032, , 3.00, ,-RA BR, ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, , 7, ,080, , , ,30.05, , , , , ,30.16, ,AA, ,  T, ,30.17,
24229,20150906,1251,11,BKN009 BKN017 OVC032, , 3.00, ,-RA BR, ,57, ,14.0, ,56, ,13.2, ,55, ,13.0, , 93, , 7, ,090, , , ,30.04, , , , , ,M, ,SP, , , ,30.16,
24229,20150906,1253,11,BKN009 BKN017 OVC032, , 3.00, ,-RA BR, ,57, ,13.9, ,56, ,13.2, ,55, ,12.8, , 93, , 7, ,090, , , ,30.04, , , , , ,30.16, ,AA, ,  T, ,30.16,
24229,20150906,1345,11,SCT009 OVC022, , 3.00, ,-RA BR, ,57, ,13.9, ,56, ,13.2, ,55, ,12.8, , 93, , 7, ,070, , , ,30.04, , , , , ,M, ,SP, , , ,30.16,
24229,20150906,1353,11,SCT009 OVC022, , 3.00, ,-RA BR, ,57, ,13.9, ,56, ,13.2, ,55, ,12.8, , 93, , 7, ,070, , , ,30.04, , , , , ,30.16, ,AA, ,0.01, ,30.16,
24229,20150906,1406,11,BKN006 OVC020, , 2.50, ,-RA BR, ,57, ,13.9, ,56, ,13.5, ,56, ,13.3, , 96, , 8, ,080, , , ,30.04, , , , , ,M, ,SP, , , ,30.16,
24229,20150906,1453,11,BKN007 OVC020, , 2.50, ,BR, ,58, ,14.4, ,57, ,13.8, ,56, ,13.3, , 93, , 6, ,070, , , ,30.05, , , , , ,30.16, ,AA, ,0.02, ,30.17,
24229,20150906,1541,11,BKN007 OVC014, , 7.00, , , ,59, ,15.0, ,57, ,14.0, ,56, ,13.3, , 90, , 5, ,070, , , ,30.04, , , , , ,M, ,SP, , , ,30.16,
24229,20150906,1551,11,SCT007 OVC014, , 7.00, , , ,59, ,15.0, ,57, ,13.7, ,55, ,13.0, , 87, , 3, ,100, , , ,30.04, , , , , ,M, ,SP, , , ,30.16,
24229,20150906,1553,11,BKN008 OVC014, , 7.00, , , ,59, ,15.0, ,57, ,14.0, ,56, ,13.3, , 90, , 3, ,090, , , ,30.04, , , , , ,30.16, ,AA, , , ,30.16,
24229,20150906,1651,11,SCT008 BKN014, ,10.00, , , ,61, ,16.0, ,58, ,14.2, ,55, ,13.0, , 81, , 3, ,090, , , ,30.04, , , , , ,M, ,SP, , , ,30.16,
24229,20150906,1653,11,SCT008 BKN014, ,10.00, , , ,60, ,15.6, ,58, ,14.6, ,57, ,13.9, , 90, , 3, ,050, , , ,30.04, , , , , ,30.15, ,AA, , , ,30.16,
24229,20150906,1753,11,FEW009 BKN016 BKN040, ,10.00, , , ,60, ,15.6, ,57, ,14.0, ,55, ,12.8, , 84, , 5, ,020, , , ,30.03, , , , , ,30.15, ,AA, , , ,30.15,
24229,20150906,1851,11,FEW012 FEW040 SCT070, ,10.00, , , ,57, ,14.0, ,56, ,13.2, ,55, ,13.0, , 93, , 3, ,330, , , ,30.03, , , , , ,M, ,SP, , , ,30.15,
24229,20150906,1853,11,FEW012 FEW040 SCT070, ,10.00, , , ,58, ,14.4, ,56, ,13.5, ,55, ,12.8, , 90, , 3, ,340, , , ,30.03, , , , , ,30.14, ,AA, , , ,30.15,
24229,20150906,1953,11,FEW014 FEW040 SCT070, ,10.00, , , ,57, ,13.9, ,56, ,13.2, ,55, ,12.8, , 93, , 7, ,310, , , ,30.05, , , , , ,30.17, ,AA, , , ,30.17,
24229,20150906,2053,11,FEW018 BKN040 BKN070, ,10.00, , , ,58, ,14.4, ,56, ,13.5, ,55, ,12.8, , 90, , 5, ,300, , , ,30.05, , , , , ,30.17, ,AA, , , ,30.17,
24229,20150906,2153,11,FEW034 BKN044, ,10.00, , , ,57, ,13.9, ,56, ,13.2, ,55, ,12.8, , 93, , 3, ,310, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150906,2253,11,FEW033 OVC043, ,10.00, , , ,57, ,13.9, ,56, ,13.2, ,55, ,12.8, , 93, , 3, ,350, , , ,30.06, , , , , ,30.18, ,AA, , , ,30.18,
24229,20150906,2353,11,SCT031 OVC048, ,10.00, , , ,57, ,13.9, ,56, ,13.2, ,55, ,12.8, , 93, , 0, ,000, , , ,30.06, , , , , ,30.17, ,AA, , , ,30.18,
24229,20150907,0019,11,FEW007 SCT031 BKN048, ,10.00, , , ,57, ,13.9, ,56, ,13.2, ,55, ,12.8, , 93, , 0, ,000, , , ,30.06, , , , , ,M, ,SP, , , ,30.18,
24229,20150907,0053,11,FEW007 SCT033 BKN048, ,10.00, , , ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, , 0, ,000, , , ,30.06, , , , , ,30.17, ,AA, , , ,30.18,
24229,20150907,0151,11,BKN007, , 8.00, , , ,54, ,12.0, ,54, ,12.2, ,54, ,12.0, ,100, , 0, ,000, , , ,30.05, , , , , ,M, ,SP, , , ,30.17,
24229,20150907,0153,11,BKN007, , 8.00, , , ,54, ,12.2, ,54, ,12.2, ,54, ,12.2, ,100, , 3, ,160, , , ,30.05, , , , , ,30.17, ,AA, , , ,30.17,
24229,20150907,0253,11,OVC007, ,10.00, , , ,55, ,12.8, ,55, ,12.7, ,55, ,12.8, ,100, , 3, ,230, , , ,30.06, , , , , ,30.18, ,AA, , , ,30.18,
24229,20150907,0353,11,OVC007, ,10.00, , , ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, , 3, ,210, , , ,30.06, , , , , ,30.17, ,AA, , , ,30.18,
24229,20150907,0453,11,OVC006, ,10.00, , , ,56, ,13.3, ,55, ,13.0, ,55, ,12.8, , 96, , 0, ,000, , , ,30.07, , , , , ,30.18, ,AA, , , ,30.19,
24229,20150907,0553,11,BKN006 OVC042, ,10.00, , , ,54, ,12.2, ,53, ,11.9, ,53, ,11.7, , 96, , 5, ,310, , , ,30.08, , , , , ,30.20, ,AA, , , ,30.20,
24229,20150907,0624,11,SCT004 BKN042, , 3.00, , , ,54, ,12.2, ,54, ,12.2, ,54, ,12.2, ,100, , 0, ,000, , , ,30.09, , , , , ,M, ,SP, , , ,30.21,
24229,20150907,0651,11,BKN005 BKN042, , 3.00, , , ,55, ,13.0, ,54, ,12.4, ,54, ,12.0, , 96, , 0, ,000, , , ,30.10, , , , , ,M, ,SP, , , ,30.22,
24229,20150907,0653,11,BKN005 BKN042, , 3.00, , , ,55, ,12.8, ,54, ,12.4, ,54, ,12.2, , 96, , 3, ,320, , , ,30.10, , , , , ,30.21, ,AA, , , ,30.22,
24229,20150907,0753,11,BKN007 BKN045, ,10.00, , , ,57, ,13.9, ,55, ,12.9, ,54, ,12.2, , 90, , 0, ,000, , , ,30.10, , , , , ,30.22, ,AA, , , ,30.22,
24229,20150907,0853,11,BKN008 OVC038, ,10.00, , , ,58, ,14.4, ,56, ,13.5, ,55, ,12.8, , 90, , 0, ,000, , , ,30.10, , , , , ,30.22, ,AA, , , ,30.22,
24229,20150907,0951,11,SCT011 BKN040, ,10.00, , , ,61, ,16.0, ,57, ,13.9, ,54, ,12.0, , 78, , 0, ,000, , , ,30.10, , , , , ,M, ,SP, , , ,30.22,
24229,20150907,0953,11,SCT011 BKN040, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 0, ,000, , , ,30.10, , , , , ,30.22, ,AA, , , ,30.22,
24229,20150907,1053,11,FEW020 FEW250, ,10.00, , , ,64, ,17.8, ,59, ,14.9, ,55, ,12.8, , 73, , 5, ,290, , , ,30.09, , , , , ,30.21, ,AA, , , ,30.21,
24229,20150907,1153,11,SCT025 SCT250, ,10.00, , , ,68, ,20.0, ,60, ,15.5, ,54, ,12.2, , 61, , 0, ,000, , , ,30.08, , , , , ,30.20, ,AA, , , ,30.20,
24229,20150907,1253,11,FEW030 FEW250, ,10.00, , , ,70, ,21.1, ,59, ,15.1, ,51, ,10.6, , 51, , 6, ,310, , , ,30.07, , , , , ,30.19, ,AA, , , ,30.19,
24229,20150907,1353,11,FEW035 SCT250, ,10.00, , , ,71, ,21.7, ,59, ,15.1, ,50, ,10.0, , 48, , 3, ,VR , , , ,30.06, , , , , ,30.17, ,AA, , , ,30.18,
24229,20150907,1453,11,FEW040 BKN250, ,10.00, , , ,74, ,23.3, ,61, ,16.0, ,51, ,10.6, , 45, , 7, ,320, , , ,30.04, , , , , ,30.16, ,AA, , , ,30.16,
24229,20150907,1553,11,FEW045 BKN250, ,10.00, , , ,75, ,23.9, ,61, ,15.9, ,50, ,10.0, , 42, , 5, ,VR , , , ,30.03, , , , , ,30.14, ,AA, , , ,30.15,
24229,20150907,1653,11,FEW050 BKN250, ,10.00, , , ,75, ,23.9, ,60, ,15.7, ,49, ,9.4, , 40, , 5, ,350, , , ,30.02, , , , , ,30.14, ,AA, , , ,30.14,
24229,20150907,1753,11,BKN250, ,10.00, , , ,74, ,23.3, ,61, ,16.0, ,51, ,10.6, , 45, , 6, ,330, , , ,30.02, , , , , ,30.13, ,AA, , , ,30.14,
24229,20150907,1853,11,FEW170 SCT250, ,10.00, , , ,70, ,21.1, ,60, ,15.4, ,52, ,11.1, , 53, , 5, ,350, , , ,30.02, , , , , ,30.14, ,AA, , , ,30.14,
24229,20150907,1953,11,FEW170 FEW250, ,10.00, , , ,67, ,19.4, ,59, ,15.0, ,53, ,11.7, , 61, , 6, ,280, , , ,30.03, , , , , ,30.15, ,AA, , , ,30.15,
24229,20150907,2053,11,CLR, ,10.00, , , ,66, ,18.9, ,59, ,15.0, ,54, ,12.2, , 65, , 6, ,300, , , ,30.04, , , , , ,30.16, ,AA, , , ,30.16,
24229,20150907,2153,11,CLR, ,10.00, , , ,64, ,17.8, ,59, ,14.9, ,55, ,12.8, , 73, , 5, ,290, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150907,2253,11,CLR, ,10.00, , , ,62, ,16.7, ,58, ,14.4, ,55, ,12.8, , 78, , 5, ,VR , , , ,30.05, , , , , ,30.17, ,AA, , , ,30.17,
24229,20150907,2353,11,CLR, ,10.00, , , ,61, ,16.1, ,58, ,14.2, ,55, ,12.8, , 81, , 0, ,000, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150908,0053,11,CLR, ,10.00, , , ,60, ,15.6, ,57, ,14.0, ,55, ,12.8, , 84, , 0, ,000, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150908,0153,11,CLR, ,10.00, , , ,55, ,12.8, ,54, ,12.1, ,53, ,11.7, , 93, , 0, ,000, , , ,30.04, , , , , ,30.16, ,AA, , , ,30.16,
24229,20150908,0253,11,CLR, ,10.00, , , ,56, ,13.3, ,55, ,12.7, ,54, ,12.2, , 93, , 0, ,000, , , ,30.04, , , , , ,30.15, ,AA, , , ,30.16,
24229,20150908,0353,11,CLR, ,10.00, , , ,55, ,12.8, ,54, ,12.1, ,53, ,11.7, , 93, , 3, ,120, , , ,30.03, , , , , ,30.15, ,AA, , , ,30.15,
24229,20150908,0453,11,FEW030 FEW250, ,10.00, , , ,54, ,12.2, ,53, ,11.6, ,52, ,11.1, , 93, , 0, ,000, , , ,30.03, , , , , ,30.14, ,AA, , , ,30.15,
24229,20150908,0538,11,FEW008 FEW250, ,10.00, , , ,53, ,11.7, ,52, ,11.3, ,52, ,11.1, , 96, , 0, ,000, , , ,30.03, , , , , ,M, ,SP, , , ,30.15,
24229,20150908,0553,11,FEW008 FEW250, ,10.00, , , ,54, ,12.2, ,53, ,11.6, ,52, ,11.1, , 93, , 0, ,000, , , ,30.04, , , , , ,30.15, ,AA, , , ,30.16,
24229,20150908,0613,11,BKN008 BKN250, ,10.00, , , ,56, ,13.3, ,54, ,12.4, ,53, ,11.7, , 90, , 0, ,000, , , ,30.04, , , , , ,M, ,SP, , , ,30.16,
24229,20150908,0631,11,SCT008 SCT250, ,10.00, , , ,55, ,12.8, ,54, ,12.1, ,53, ,11.7, , 93, , 0, ,000, , , ,30.05, , , , , ,M, ,SP, , , ,30.17,
24229,20150908,0653,11,SCT008 SCT250, ,10.00, , , ,56, ,13.3, ,54, ,12.4, ,53, ,11.7, , 90, , 3, ,260, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150908,0753,11,FEW010 SCT250, ,10.00, , , ,59, ,15.0, ,56, ,13.1, ,53, ,11.7, , 81, , 3, ,250, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150908,0853,11,SCT250, ,10.00, , , ,62, ,16.7, ,58, ,14.1, ,54, ,12.2, , 75, , 0, ,000, , , ,30.05, , , , , ,30.16, ,AA, , , ,30.17,
24229,20150908,0953,11,FEW025 SCT250, ,10.00, , , ,66, ,18.9, ,59, ,14.8, ,53, ,11.7, , 63, , 3, ,VR , , , ,30.03, , , , , ,30.15, ,AA, , , ,30.15,
24229,20150908,1053,11,FEW025 SCT250, ,10.00, , , ,70, ,21.1, ,61, ,16.2, ,55, ,12.8, , 59, , 5, ,300, , , ,30.01, , , , , ,30.13, ,AA, , , ,30.13,
24229,20150908,1153,11,FEW030 SCT250, ,10.00, , , ,73, ,22.8, ,62, ,16.6, ,54, ,12.2, , 52, , 7, ,290, , , ,29.98, , , , , ,30.10, ,AA, , , ,30.10,
24229,20150908,1253,11,FEW040 FEW180 SCT250, ,10.00, , , ,77, ,25.0, ,64, ,17.9, ,56, ,13.3, , 48, ,10, ,290, , , ,29.96, , , , , ,30.08, ,AA, , , ,30.08,
24229,20150908,1353,11,FEW045 FEW170 SCT250, ,10.00, , , ,79, ,26.1, ,66, ,18.6, ,57, ,13.9, , 47, , 6, ,310, , , ,29.94, , , , , ,30.06, ,AA, , , ,30.06,
24229,20150908,1453,11,FEW045 FEW170 SCT250, ,10.00, , , ,80, ,26.7, ,66, ,18.8, ,57, ,13.9, , 45, ,11, ,300, , , ,29.92, , , , , ,30.03, ,AA, , , ,30.04,
24229,20150908,1553,11,FEW050 FEW170 SCT250, ,10.00, , , ,81, ,27.2, ,67, ,19.3, ,58, ,14.4, , 46, , 6, ,340, , , ,29.90, , , , , ,30.01, ,AA, , , ,30.02,
24229,20150908,1653,11,FEW055 FEW160 BKN250, ,10.00, , , ,80, ,26.7, ,66, ,19.1, ,58, ,14.4, , 47, , 8, ,320, , , ,29.89, , , , , ,30.01, ,AA, , , ,30.01,
24229,20150908,1753,11,SCT160 BKN250, ,10.00, , , ,76, ,24.4, ,66, ,18.6, ,59, ,15.0, , 56, , 9, ,330, ,17, ,29.89, , , , , ,30.01, ,AA, , , ,30.01,
24229,20150908,1853,11,FEW160 SCT250, ,10.00, , , ,74, ,23.3, ,65, ,18.5, ,60, ,15.6, , 62, , 7, ,320, , , ,29.88, , , , , ,30.00, ,AA, , , ,30.00,
24229,20150908,1953,11,FEW160 FEW250, ,10.00, , , ,72, ,22.2, ,65, ,18.4, ,61, ,16.1, , 68, , 9, ,300, , , ,29.90, , , , , ,30.01, ,AA, , , ,30.02,
24229,20150908,2053,11,FEW160 FEW250, ,10.00, , , ,70, ,21.1, ,65, ,18.0, ,61, ,16.1, , 73, , 7, ,290, , , ,29.91, , , , , ,30.02, ,AA, , , ,30.03,
24229,20150908,2153,11,CLR, ,10.00, , , ,68, ,20.0, ,64, ,17.6, ,61, ,16.1, , 78, , 9, ,290, , , ,29.90, , , , , ,30.01, ,AA, , , ,30.02,
24229,20150908,2253,11,CLR, ,10.00, , , ,67, ,19.4, ,63, ,17.4, ,61, ,16.1, , 81, , 6, ,290, , , ,29.90, , , , , ,30.01, ,AA, , , ,30.02,
24229,20150908,2353,11,CLR, ,10.00, , , ,65, ,18.3, ,62, ,16.6, ,60, ,15.6, , 84, , 3, ,300, , , ,29.91, , , , , ,30.02, ,AA, , , ,30.03,
24229,20150909,0053,11,CLR, ,10.00, , , ,62, ,16.7, ,60, ,15.6, ,59, ,15.0, , 90, , 0, ,000, , , ,29.91, , , , , ,30.02, ,AA, , , ,30.03,
24229,20150909,0153,11,CLR, ,10.00, , , ,62, ,16.7, ,60, ,15.6, ,59, ,15.0, , 90, , 0, ,000, , , ,29.90, , , , , ,30.01, ,AA, , , ,30.02,
24229,20150909,0249,11,FEW009 FEW014, ,10.00, , , ,61, ,16.0, ,60, ,15.4, ,59, ,15.0, , 93, , 0, ,000, , , ,29.91, , , , , ,M, ,SP, , , ,30.03,
24229,20150909,0253,11,FEW009 FEW014, ,10.00, , , ,61, ,16.1, ,60, ,15.4, ,59, ,15.0, , 93, , 5, ,290, , , ,29.91, , , , , ,30.02, ,AA, , , ,30.03,
24229,20150909,0313,11,BKN009, ,10.00, , , ,62, ,16.7, ,60, ,15.6, ,59, ,15.0, , 90, , 7, ,310, , , ,29.91, , , , , ,M, ,SP, , , ,30.03,
24229,20150909,0353,11,BKN009, ,10.00, , , ,61, ,16.1, ,60, ,15.4, ,59, ,15.0, , 93, , 3, ,330, , , ,29.92, , , , , ,30.03, ,AA, , , ,30.04,
24229,20150909,0453,11,OVC008, ,10.00, , , ,62, ,16.7, ,61, ,16.0, ,60, ,15.6, , 93, , 3, ,330, , , ,29.92, , , , , ,30.03, ,AA, , , ,30.04,
24229,20150909,0553,11,OVC009, ,10.00, , , ,63, ,17.2, ,61, ,16.2, ,60, ,15.6, , 90, , 5, ,350, , , ,29.93, , , , , ,30.04, ,AA, , , ,30.05,
24229,20150909,0653,11,OVC009, ,10.00, , , ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 0, ,000, , , ,29.94, , , , , ,30.06, ,AA, , , ,30.06,
24229,20150909,0753,11,FEW005 OVC009, ,10.00, , , ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 0, ,000, , , ,29.95, , , , , ,30.06, ,AA, , , ,30.07,
24229,20150909,0853,11,OVC009, ,10.00, , , ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 5, ,350, , , ,29.95, , , , , ,30.07, ,AA, , , ,30.07,
24229,20150909,0953,11,OVC009, ,10.00, , , ,63, ,17.2, ,61, ,15.9, ,59, ,15.0, , 87, , 5, ,310, , , ,29.96, , , , , ,30.07, ,AA, , , ,30.08,
24229,20150909,1039,11,BKN012, ,10.00, , , ,65, ,18.3, ,61, ,16.3, ,59, ,15.0, , 81, , 0, ,000, , , ,29.95, , , , , ,M, ,SP, , , ,30.07,
24229,20150909,1053,11,BKN012, ,10.00, , , ,65, ,18.3, ,61, ,16.3, ,59, ,15.0, , 81, , 0, ,000, , , ,29.94, , , , , ,30.06, ,AA, , , ,30.06,
24229,20150909,1106,11,FEW012 FEW250, ,10.00, , , ,68, ,20.0, ,63, ,17.0, ,59, ,15.0, , 73, , 0, ,000, , , ,29.94, , , , , ,M, ,SP, , , ,30.06,
24229,20150909,1153,11,FEW020 FEW250, ,10.00, , , ,73, ,22.8, ,64, ,18.0, ,59, ,15.0, , 62, , 0, ,000, , , ,29.93, , , , , ,30.04, ,AA, , , ,30.05,
24229,20150909,1253,11,FEW250, ,10.00, , , ,76, ,24.4, ,66, ,18.6, ,59, ,15.0, , 56, , 3, ,320, , , ,29.91, , , , , ,30.03, ,AA, , , ,30.03,
24229,20150909,1353,11,FEW250, ,10.00, , , ,81, ,27.2, ,66, ,18.7, ,56, ,13.3, , 42, , 9, ,320, , , ,29.90, , , , , ,30.01, ,AA, , , ,30.02,
24229,20150909,1453,11,CLR, ,10.00, , , ,82, ,27.8, ,65, ,18.1, ,53, ,11.7, , 37, ,11, ,310, ,18, ,29.88, , , , , ,30.00, ,AA, , , ,30.00,
24229,20150909,1553,11,CLR, ,10.00, , , ,82, ,27.8, ,62, ,16.9, ,48, ,8.9, , 31, , 9, ,340, , , ,29.88, , , , , ,29.99, ,AA, , , ,30.00,
24229,20150909,1653,11,CLR, ,10.00, , , ,80, ,26.7, ,63, ,17.4, ,52, ,11.1, , 38, ,10, ,320, , , ,29.86, , , , , ,29.98, ,AA, , , ,29.98,
24229,20150909,1753,11,CLR, ,10.00, , , ,78, ,25.6, ,65, ,18.1, ,56, ,13.3, , 47, ,11, ,320, ,17, ,29.86, , , , , ,29.98, ,AA, , , ,29.98,
24229,20150909,1853,11,CLR, ,10.00, , , ,75, ,23.9, ,65, ,18.1, ,58, ,14.4, , 56, , 8, ,320, , , ,29.87, , , , , ,29.98, ,AA, , , ,29.99,
24229,20150909,1953,11,CLR, ,10.00, , , ,73, ,22.8, ,64, ,18.0, ,59, ,15.0, , 62, , 9, ,300, , , ,29.88, , , , , ,30.00, ,AA, , , ,30.00,
